文献番号,出願番号,出願日,公知日,発明の名称,出願人/権利者,FI,公開番号,公告番号,登録番号,審判番号,その他,ステージ,イベント詳細,文献URL
特開2023-041481,特願2021-148882,2021/09/13,2023/03/24,電源制御装置および電源制御方法,株式会社デンソーテン,"H02H3/16@A,H02J7/00@P,H02J7/34@G,H02J9/06,B60R16/02,645@C",特開2023-041481,,特許7710344,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-041481/11/ja
特許7650995,特願2023-547993,2021/09/15,2023/03/23,路面異常判定システム、車載装置、及び路面異常判定方法,"三菱電機株式会社,三菱電機モビリティ株式会社","G08G1/00@J,G16Y40/20,G16Y20/20,G16Y10/40,G01C21/26@C,G01C21/34,B60W60/00,G08G1/0962,G08G1/09@P,G08G1/09@V",WO2023/042291,,特許7650995,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7650995/15/ja
特許7611499,特願2023-548385,2022/08/26,2023/03/23,エネルギーリソースの制御方法、制御装置、及び、プログラム,パナソニックＩＰマネジメント株式会社,"H02J13/00,311@R,H02J13/00,311@T,H02J3/46,H02J3/00,180,G06Q50/06,H02J3/14,130,H02J3/14,160,H02J3/32,H02J3/38,130,H02J13/00@J,H02J13/00,311@A",WO2023/042642,,特許7611499,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7611499/15/ja
特表2024-533554,特願2024-516778,2022/09/15,2023/03/23,デュアルモードの自動式公共／個人輸送システム,パリエンティ，ラウル,G08G1/00@X,特表2024-533554,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-533554/11/ja
特開2023-040287,特願2023-006609,2023/01/19,2023/03/22,サーバ装置,パイオニア株式会社,"G08G1/01@A,G08G1/13,G01C21/26@A",特開2023-040287,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-040287/11/ja
特開2023-040117,特願2022-210347,2022/12/27,2023/03/22,自動運転装置及び自動運転方法,"株式会社ＳＯＫＥＮ,株式会社デンソー","G08G1/16@C,B60W30/09,B60W30/10,B60W40/04,B60W30/16,B60W60/00",特開2023-040117,,特許7526778,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-040117/11/ja
特開2023-039926,特願2022-137652,2022/08/31,2023/03/22,知覚フィールドベースの運転関連操作,オートブレインズ・テクノロジーズ・リミテッド,"B60W30/02,B60W40/107,B60W40/109,B60W40/02,B60W60/00,G08G1/16@C",特開2023-039926,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-039926/11/ja
特開2023-039868,特願2021-147219,2021/09/09,2023/03/22,ブレーキ装置,"株式会社日立製作所,日立Ａｓｔｅｍｏ株式会社","B60T8/94,B60T17/18,B60T13/122@A,B60T8/17@B,B60T8/36",特開2023-039868,,特許7655826,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-039868/11/ja
特開2023-039779,特願2021-147061,2021/09/09,2023/03/22,運転支援システム,日本信号株式会社,"G08G1/16@A,G08G1/09@V",特開2023-039779,,特許7678733,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-039779/11/ja
特開2023-039778,特願2021-147060,2021/09/09,2023/03/22,車両挙動表示システム,日本信号株式会社,"G08G1/14@A,G08G1/00@X",特開2023-039778,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-039778/11/ja
特許7241837,特願2021-158684,2021/09/29,2023/03/17,走行車線認識装置及び走行車線認識方法,三菱電機株式会社,"G08G1/16@C,B60W40/06",特開2023-049128,,特許7241837,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7241837/15/ja
特開2023-038754,特願2021-145635,2021/09/07,2023/03/17,電源制御装置および電源制御方法,株式会社デンソーテン,"B60L3/00@H,H02J7/00@P,H02J7/00@S,H02H3/16@A,B60L1/00@L,B60R16/02,645@A",特開2023-038754,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038754/11/ja
特開2023-038697,特願2021-145559,2021/09/07,2023/03/17,車両制御システム及び車両制御方法,日立Ａｓｔｅｍｏ株式会社,"G06F11/36,196,G01M17/007@K,G06F11/3668,G06F11/3668,196",特開2023-038697,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038697/11/ja
特許7637253,特願2023-546811,2022/07/12,2023/03/16,車両制御装置、車両制御方法、及び車両制御システム,日立Ａｓｔｅｍｏ株式会社,"B60W30/10,B60W30/16,B60W40/072,B60W60/00,G08G1/16@D",WO2023/037758,,特許7637253,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7637253/15/ja
特開2023-038279,特願2023-004950,2023/01/17,2023/03/16,自動運転車両のためのプログラム,トヨタ自動車株式会社,"B60W30/10,B60W60/00,B60W30/08",特開2023-038279,,特許7473023,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038279/11/ja
特開2023-038222,特願2022-210152,2022/12/27,2023/03/16,磁気マーカシステム、及び磁気マーカシステムの設計方法,愛知製鋼株式会社,"G08G1/00@X,E01F11/00,E01F9/512,G05D1/02@A,G05D1/244,G05D1/43,G05D1/646,G05D107:00,G05D107:20",特開2023-038222,,特許7460929,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038222/11/ja
特開2023-038213,特願2022-208758,2022/12/26,2023/03/16,車両用制御システムおよび制御方法,本田技研工業株式会社,"B60W50/04,B60W60/00,B60T17/18,B60T7/12@D,B62D6/00,G08G1/16@C,B62D119:00,B62D113:00",特開2023-038213,,特許7425174,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038213/11/ja
特開2023-038211,特願2022-208334,2022/12/26,2023/03/16,表示装置,パイオニア株式会社,"B60K35/00@Z,B60W50/14,B60R11/02@C,B60K35/22,B60K35/40",特開2023-038211,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038211/11/ja
特開2023-038164,特願2022-122815,2022/08/01,2023/03/16,障害物検出方法、装置、自動運転車両、機器、及び記憶媒体,アポロ　インテリジェント　ドライビング　テクノロジー（ペキン）カンパニー　リミテッド,G08G1/16@C,特開2023-038164,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-038164/11/ja
特開2023-037513,特願2021-144321,2021/09/03,2023/03/15,電源装置,株式会社デンソーテン,"H02J7/00@B,H02J7/00,302@B,H02J7/00,302@C,H02J7/00@P,H02J1/10,B60R16/02,645@C,B60R16/04@S",特開2023-037513,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-037513/11/ja
特許7238953,特願2021-206359,2021/12/20,2023/03/14,エスカレーター,フジテック株式会社,"B66B25/00@B,B66B25/00@A",特開2023-091556,,特許7238953,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7238953/15/ja
特開2023-036796,特願2022-205078,2022/12/22,2023/03/14,レーンラインと特徴点による測位方法及び測位装置、電子機器、記憶媒体、コンピュータプログラム、ならびに自動運転車両,ベイジン　バイドゥ　ネットコム　サイエンス　テクノロジー　カンパニー　リミテッド,"G06T7/70@Z,G06T7/00,650@B,G08G1/16@A,G05D1/02@D,H04N7/18@J,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D105:00,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:50,G05D111:63",特開2023-036796,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036796/11/ja
特開2023-036795,特願2022-205077,2022/12/22,2023/03/14,画像処理方法、モデル訓練方法、装置、電子機器、記憶媒体、コンピュータプログラム及び自動運転車両,アポロ　インテリジェント　ドライビング　テクノロジー（ペキン）カンパニー　リミテッド,"G06T7/00,300@E,G06V10/75,G06V10/82,G06T7/00,350@C,G06T7/00,650@Z,G06V20/56,B60W60/00,B60W50/00",特開2023-036795,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036795/11/ja
特開2023-036774,特願2022-203473,2022/12/20,2023/03/14,共有メモリのアクセス制御方法、共有メモリのアクセス制御装置、電子機器および自動運転車両,ベイジン　バイドゥ　ネットコム　サイエンス　テクノロジー　カンパニー　リミテッド,"G06F9/54@A,G06F12/00,570@A,G06F9/50,120@A",特開2023-036774,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036774/11/ja
特開2023-036655,特願2022-196335,2022/12/08,2023/03/14,車両シャーシ及び車両,阿波▲羅▼智▲聯▼（北京）科技有限公司,"B60L15/20@S,B62D63/02,B62D6/00,B62D5/04,B60T13/74@H",特開2023-036655,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036655/11/ja
特開2023-036593,特願2022-190066,2022/11/29,2023/03/14,車両用認識装置、車両制御システム、車両用認識方法、およびプログラム,本田技研工業株式会社,"B60W50/04,B60W50/035,B60W60/00,G08G1/16@C,G01S7/497,G01S17/931",特開2023-036593,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036593/11/ja
特開2023-036530,特願2022-121375,2022/07/29,2023/03/14,自動運転制御装置及び自動運転制御プログラム,株式会社デンソー,"G08G1/16@D,B60W30/08,B60W60/00",特開2023-036530,,特許7533536,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-036530/11/ja
特開2023-035892,特願2022-127669,2022/08/10,2023/03/13,シーンセキュリティレベル決定方法、装置、機器および記憶媒体,北京図森未来科技有限公司,"B60W30/095,G08G1/16@C,B60W40/02",特開2023-035892,,,,,審査請求前,代理人の変更,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-035892/11/ja
特開2023-035747,特願2021-157177,2021/09/27,2023/03/13,乗物用シート,テイ・エス　テック株式会社,B60N2/888,特開2023-035747,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-035747/11/ja
特開2023-035672,特願2021-142693,2021/09/01,2023/03/13,自動運転システム、パスプラン生成方法、プログラム,トヨタ自動車株式会社,"B60W30/10,B60W60/00,G08G1/16@C,B60W40/04",特開2023-035672,,特許7559713,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-035672/11/ja
特開2023-035208,特願2021-141867,2021/08/31,2023/03/13,自動運転制御方法、自動運転制御装置、及び、自動運転制御プログラム,日産自動車株式会社,"G01C21/34,G08G1/16@C,G08G1/0968,B60W60/00,B60W30/14",特開2023-035208,,特許7694266,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-035208/11/ja
特開2023-035189,特願2021-141838,2021/08/31,2023/03/13,車両走行制御装置及び方法並びにコンピュータプログラム,トヨタ自動車株式会社,"B60W30/14,B60W40/04,G08G1/16@A",特開2023-035189,,特許7509103,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-035189/11/ja
特開2023-034534,特願2021-140825,2021/08/31,2023/03/13,情報収集システム、情報収集方法、および、情報収集プログラム,三菱電機株式会社,"G08G1/13,G08G1/16@F,G09B29/00@F",特開2023-034534,,特許7685911,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-034534/11/ja
特開2023-033715,特願2021-139574,2021/08/30,2023/03/13,道路網の定義方法、経路設定方法、情報処理装置、情報処理プログラム及び道路網の定義情報,株式会社グローバルセキュリティー,G09B29/00@Z,特開2023-033715,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-033715/11/ja
特許7237121,特願2021-137713,2021/08/26,2023/03/10,測位装置,三菱電機株式会社,G01S19/07,特開2023-039452,,特許7237121,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7237121/15/ja
特許7662042,特願2023-545618,2022/08/30,2023/03/09,地図更新システム、車載器、および、サーバ,株式会社デンソー,G09B29/00@Z,WO2023/033004,,特許7662042,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7662042/15/ja
特表2024-516916,特願2024-513568,2022/01/20,2023/03/09,コネクテッド自動運転車両の交通を管理する方法,ミツビシ・エレクトリック・アールアンドディー・センター・ヨーロッパ・ビーヴィ,"G08G1/09@H,G08G1/16@D",特表2024-516916,,特許7615402,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-516916/11/ja
特表2024-531489,特願2024-513153,2021/08/31,2023/03/09,単純化された自動運転のための車両制御,ボルボトラックコーポレーション,"B60W30/10,B60W60/00",特表2024-531489,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-531489/11/ja
特表2024-528205,特願2024-506642,2021/08/31,2023/03/09,画像処理方法及び装置、並びに車両,"華為技術有限公司,深▲ジェン▼引望智能技術有限公司","H04N23/60,300,G06T7/00,350@C,H04N23/60,500",特表2024-528205,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-528205/11/ja
特開2023-033097,特願2022-079012,2022/05/12,2023/03/09,車両用制御装置及び車両用制御方法,株式会社デンソー,"B60W30/10,B60W60/00,B60W30/16,G08G1/16@C",特開2023-033097,,,,,審査中,拒絶査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-033097/11/ja
特開2023-032933,特願2021-139313,2021/08/27,2023/03/09,自動運転制御装置、及び自動運転制御プログラム,株式会社デンソー,"G08G1/16@C,B60W60/00,B60W50/14,B60W30/10",特開2023-032933,,特許7559710,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-032933/11/ja
特開2023-032651,特願2021-138912,2021/08/27,2023/03/09,荷物管理装置及び荷物管理方法,株式会社東海理化電機製作所,"G06Q10/08,300,G06Q10/083",特開2023-032651,,,,,（出願の）却下・拒絶,出願のみなし取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-032651/11/ja
特開2023-032601,特願2021-138836,2021/08/27,2023/03/09,自動入出庫システム、自動入出庫方法およびプログラム,トヨタ自動車株式会社,"G08G1/14@A,G07B15/00@U",特開2023-032601,,特許7548162,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-032601/11/ja
特開2023-032185,特願2021-138165,2021/08/26,2023/03/09,ルート設定方法、及びルート設定装置,"ルノー　エス．ア．エス．,日産自動車株式会社","G09B29/10@A,G01C21/30,G08G1/0969",特開2023-032185,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-032185/11/ja
特開2023-031788,特願2021-137494,2021/08/25,2023/03/09,情報処理装置、情報処理方法、およびプログラム,トヨタ自動車株式会社,"G08G1/09@V,G08G1/123@A,G16Y10/40,G16Y20/20,G16Y40/30",特開2023-031788,,特許7494820,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031788/11/ja
特開2023-031776,特願2021-137475,2021/08/25,2023/03/09,車両用表示灯の制御装置、その制御方法及びプログラム,市光工業株式会社,"B60Q1/50@Z,B60Q5/00,620@B,B60Q5/00,630@B,F21V9/40,100,F21V9/08,300,B60Q1/52,B60Q1/00@C",特開2023-031776,,特許7615967,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031776/11/ja
特開2023-031743,特願2021-137423,2021/08/25,2023/03/09,アクセルペダルシステム,"株式会社ＳＯＫＥＮ,株式会社デンソー","B60K28/10@Z,G05G1/30@E,G05G1/60,G05G5/00@Z,F02D11/02@S,F02D11/10@N",特開2023-031743,,特許7636298,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031743/11/ja
特開2023-031684,特願2021-137326,2021/08/25,2023/03/09,アクセルペダルシステム,株式会社デンソー,"B60W30/14,G05G1/30@E,G05G5/04@B,B60K26/02,B60W60/00",特開2023-031684,,特許7639617,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031684/11/ja
特開2023-031683,特願2021-137325,2021/08/25,2023/03/09,アクセルペダルシステム,株式会社デンソー,"B60W30/14,G05G1/30@E,G05G5/04@B,B60K26/02,B60W60/00",特開2023-031683,,特許7639616,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031683/11/ja
特開2023-031682,特願2021-137324,2021/08/25,2023/03/09,アクセルペダルシステム,株式会社デンソー,"B60K26/02,G05G1/30@E,G05G5/04@B,G05G1/60",特開2023-031682,,特許7639615,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031682/11/ja
特開2023-031631,特願2021-137244,2021/08/25,2023/03/09,運転引継ぎシステム、運転引継ぎ方法,トヨタ自動車株式会社,"B60W50/12,B60W40/08,B60W60/00,G08G1/16@F,G08G1/09@H",特開2023-031631,,特許7661828,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031631/11/ja
特開2023-031433,特願2021-136913,2021/08/25,2023/03/09,車両の制御装置及び車両の制御システム,トヨタ自動車株式会社,"B60L53/14,G01C21/34,B60M7/00@X,B60L5/00@B,B60L15/20@J,B60L50/60,B60L53/12,B60L58/12,H02J7/00@P,H02J7/00,301@D,H02J50/10,B60W30/095,G16Y10/40,G16Y20/10",特開2023-031433,,特許7586028,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-031433/11/ja
